Customer_ID,Customer_Name,State,District,Market,Season,Commodity,Variety
855,bhundki,Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Kharif     ,Mousambi(Sweet Lime),Mousambi
856,bhuneshwar,Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Rabi       ,Onion,1st Sort
857,bhup,Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Kharif     ,Orange,Medium
858,bhupen,Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Rabi       ,Papaya,Other
859,bhupendar,Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Kharif     ,Peas Wet,Peas Wet
860,bhupender,Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Kharif     ,Pineapple,Other
861,bhupendra,Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Rabi       ,Pomegranate,Other
862,bhupesh,Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Kharif     ,Potato,Potato
863,bhura,Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Kharif     ,Raddish,Raddish
864,bhuralal,Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Kharif     ,Tomato,Tomato
865,bhure,Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Kharif     ,Turnip,Other
866,bhuri,Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Kharif     ,Apple,American
867,bhusan,Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Rabi       ,Banana,Amruthapani
868,bhushan,Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Kharif     ,Brinjal,Arkasheela Mattigulla
869,bhuvneshwar,Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Kharif     ,Cabbage,Cabbage
870,bhuwan,Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Kharif     ,Capsicum,Capsicum
871,bidami,Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Kharif     ,Carrot,Carrot
872,bidhya,Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Kharif     ,Cauliflower,African Sarson
873,bidur,Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Kharif     ,Cucumbar(Kheera),Cucumbar
874,bigan,Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Kharif     ,Grapes,Annabesahai
875,biitu,Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Kharif     ,Green Chilli,Green Chilly
876,bijali,Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Kharif     ,Guava,Guava
877,bijander,Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Kharif     ,Kinnow,Kinnow
878,bijender,Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Kharif     ,Lemon,Lemon
879,bijendra,Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Kharif     ,Onion,1st Sort
880,bikki,Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Kharif     ,Peas cod,Other
881,bikram,Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Rabi       ,Potato,(Red Nanital)
882,bilal,Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Kharif     ,Pumpkin,Other
883,bilke,Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Rabi       ,Raddish,Other
884,bilkis,Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Kharif     ,Spinach,Other
885,bima,Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Rabi       ,Tomato,Deshi
886,bimla,Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Kharif     ,Turnip,Other
887,bimlesh,Himachal Pradesh,Kangra,Palampur,Rabi       ,Apple,Apple
888,bina,Himachal Pradesh,Kangra,Palampur,Kharif     ,Banana,Banana - Ripe
889,binani,Himachal Pradesh,Kangra,Palampur,Rabi       ,Ber(Zizyphus/Borehannu),Other
890,binda,Himachal Pradesh,Kangra,Palampur,Kharif     ,Bottle gourd,Bottle Gourd
891,binder,Himachal Pradesh,Kangra,Palampur,Rabi       ,Brinjal,Brinjal
892,bindi,Himachal Pradesh,Kangra,Palampur,Kharif     ,Cabbage,Cabbage
893,bindiya,Himachal Pradesh,Kangra,Palampur,Rabi       ,Capsicum,Capsicum
894,bindu,Himachal Pradesh,Kangra,Palampur,Kharif     ,Carrot,Carrot
895,bindvasini,Himachal Pradesh,Kangra,Palampur,Rabi       ,Cauliflower,Cauliflower
896,binita,Himachal Pradesh,Kangra,Palampur,Kharif     ,Chikoos(Sapota),Other
897,binja,Himachal Pradesh,Kangra,Palampur,Rabi       ,Coriander(Leaves),Coriander
898,binnu,Himachal Pradesh,Kangra,Palampur,Kharif     ,Cucumbar(Kheera),Other
899,binpal,Himachal Pradesh,Kangra,Palampur,Rabi       ,French Beans (Frasbean),Other
900,bintu,Himachal Pradesh,Kangra,Palampur,Kharif     ,Ginger(Green),Other
901,binu,Himachal Pradesh,Kangra,Palampur,Rabi       ,Grapes,Other
902,bipin,Himachal Pradesh,Kangra,Palampur,Kharif     ,Green Chilli,Green Chilly
903,bipnesh,Himachal Pradesh,Kangra,Palampur,Rabi       ,Guava,Other
904,bir,Himachal Pradesh,Kangra,Palampur,Kharif     ,Kinnow,Other
905,biraj,Himachal Pradesh,Kangra,Palampur,Rabi       ,Mashrooms,Other
906,birajbhushan,Himachal Pradesh,Kangra,Palampur,Kharif     ,Methi(Leaves),Other
907,birajpal,Himachal Pradesh,Kangra,Palampur,Rabi       ,Mousambi(Sweet Lime),Other
908,biram,Himachal Pradesh,Kangra,Palampur,Kharif     ,Onion,Other
909,biran,Himachal Pradesh,Kangra,Palampur,Rabi       ,Orange,Other
910,birbal,Himachal Pradesh,Kangra,Palampur,Kharif     ,Papaya,Other
911,birender,Himachal Pradesh,Kangra,Palampur,Rabi       ,Peas Wet,Other
912,birgesh,Himachal Pradesh,Kangra,Palampur,Kharif     ,Pineapple,Other
913,birij,Himachal Pradesh,Kangra,Palampur,Rabi       ,Pomegranate,Other
914,birjesh,Himachal Pradesh,Kangra,Palampur,Kharif     ,Potato,Other
915,birju,Himachal Pradesh,Kangra,Palampur,Kharif     ,Raddish,Raddish
916,birma,Himachal Pradesh,Kangra,Palampur,Rabi       ,Spinach,Spinach
917,birmadevi,Himachal Pradesh,Kangra,Palampur,Kharif     ,Tomato,Tomato
918,birmati,Himachal Pradesh,Kangra,Palampur,Kharif     ,Turnip,Other
919,bironica,Himachal Pradesh,Kullu,Bhuntar,Rabi       ,Banana,Other
920,birpal,Himachal Pradesh,Kullu,Bhuntar,Kharif     ,Bhindi(Ladies Finger),Other
921,birtha,Himachal Pradesh,Kullu,Bhuntar,Rabi       ,Bitter gourd,Bitter Gourd
922,biru,Himachal Pradesh,Kullu,Bhuntar,Kharif     ,Bottle gourd,Other
923,bishan,Himachal Pradesh,Kullu,Bhuntar,Rabi       ,Brinjal,Other
924,bishana,Himachal Pradesh,Kullu,Bhuntar,Kharif     ,Cabbage,Other
925,bishesh,Himachal Pradesh,Kullu,Bhuntar,Rabi       ,Capsicum,Other
926,bishnu,Himachal Pradesh,Kullu,Bhuntar,Kharif     ,Carrot,Other
927,bishun,Himachal Pradesh,Kullu,Bhuntar,Kharif     ,Cauliflower,Other
928,bismilla,Himachal Pradesh,Kullu,Bhuntar,Rabi       ,Coriander(Leaves),Other
929,bisto,Himachal Pradesh,Kullu,Bhuntar,Kharif     ,Cucumbar(Kheera),Other
930,bitoo,Himachal Pradesh,Kullu,Bhuntar,Rabi       ,French Beans (Frasbean),Other
931,bittan,Himachal Pradesh,Kullu,Bhuntar,Kharif     ,Garlic,Other
932,bitto,Himachal Pradesh,Kullu,Bhuntar,Rabi       ,Ginger(Dry),Other
933,bittoo,Himachal Pradesh,Kullu,Bhuntar,Kharif     ,Grapes,Other
934,bittu,Himachal Pradesh,Kullu,Bhuntar,Rabi       ,Green Chilli,Other
935,bivla,Himachal Pradesh,Kullu,Bhuntar,Kharif     ,Guava,Other
936,biwa,Himachal Pradesh,Kullu,Bhuntar,Rabi       ,Kinnow,Other
937,bobbi,Himachal Pradesh,Kullu,Bhuntar,Kharif     ,Lemon,Other
938,bobby,Himachal Pradesh,Kullu,Bhuntar,Rabi       ,Onion,Other
939,bobi,Himachal Pradesh,Kullu,Bhuntar,Kharif     ,Papaya,Other
940,boby,Himachal Pradesh,Kullu,Bhuntar,Rabi       ,Peas Wet,Other
941,bodh,Himachal Pradesh,Kullu,Bhuntar,Kharif     ,Potato,Other
942,bodu,Himachal Pradesh,Kullu,Bhuntar,Kharif     ,Pumpkin,Other
943,boduram,Himachal Pradesh,Kullu,Bhuntar,Kharif     ,Raddish,Other
944,bohati,Himachal Pradesh,Kullu,Bhuntar,Rabi       ,Spinach,Other
945,braham,Himachal Pradesh,Kullu,Bhuntar,Kharif     ,Squash(Chappal Kadoo),Other
946,brahamprakash,Himachal Pradesh,Kullu,Bhuntar,Rabi       ,Tomato,Other
947,brahmanand,Himachal Pradesh,Kullu,Bhuntar,Kharif     ,Water Melon,Other
948,braj,Himachal Pradesh,Kullu,Kullu,Rabi       ,Banana,Other
949,brajendra,Himachal Pradesh,Kullu,Kullu,Kharif     ,Bhindi(Ladies Finger),Other
950,bram,Himachal Pradesh,Kullu,Kullu,Rabi       ,Bitter gourd,Other
951,brij,Himachal Pradesh,Kullu,Kullu,Kharif     ,Bottle gourd,Other
952,brijesh,Himachal Pradesh,Kullu,Kullu,Rabi       ,Brinjal,Other
953,brijlal,Himachal Pradesh,Kullu,Kullu,Kharif     ,Cabbage,Other
954,brijmohan,Himachal Pradesh,Kullu,Kullu,Kharif     ,Capsicum,Other
955,brijnandan,Himachal Pradesh,Kullu,Kullu,Rabi       ,Carrot,Other
956,brijpal,Himachal Pradesh,Kullu,Kullu,Kharif     ,Cauliflower,Other
957,brijshwaer,Himachal Pradesh,Kullu,Kullu,Kharif     ,Garlic,Other
958,brinda,Himachal Pradesh,Kullu,Kullu,Kharif     ,Ginger(Dry),Other
959,brkha,Himachal Pradesh,Kullu,Kullu,Rabi       ,Green Chilli,Other
960,bsram,Himachal Pradesh,Kullu,Kullu,Kharif     ,Guava,Other
961,buchhi,Himachal Pradesh,Kullu,Kullu,Rabi       ,Kinnow,Other
962,buddha,Himachal Pradesh,Kullu,Kullu,Kharif     ,Lemon,Other
963,buddhi,Himachal Pradesh,Kullu,Kullu,Rabi       ,Onion,Other
964,budh,Himachal Pradesh,Kullu,Kullu,Kharif     ,Papaya,Other
965,budhan,Himachal Pradesh,Kullu,Kullu,Kharif     ,Peas Wet,Other
966,budhi,Himachal Pradesh,Kullu,Kullu,Rabi       ,Potato,Other
967,budho,Himachal Pradesh,Kullu,Kullu,Kharif     ,Pumpkin,Other
968,budhram,Himachal Pradesh,Kullu,Kullu,Rabi       ,Raddish,Other
969,budhu,Himachal Pradesh,Kullu,Kullu,Kharif     ,Tomato,Other
970,budhwanti,Himachal Pradesh,Kullu,Kullu,Rabi       ,Turnip,Other
971,buhan,Himachal Pradesh,Shimla,Shimla,Kharif     ,Bhindi(Ladies Finger),Bhindi
972,buity,Himachal Pradesh,Shimla,Shimla,Rabi       ,Bitter gourd,Bitter Gourd
973,bulad,Himachal Pradesh,Shimla,Shimla,Kharif     ,Bottle gourd,Bottle Gourd
974,bulbul,Himachal Pradesh,Shimla,Shimla,Rabi       ,Brinjal,Arkasheela Mattigulla
975,bulet,Himachal Pradesh,Shimla,Shimla,Kharif     ,Cabbage,Other
976,bunda,Himachal Pradesh,Shimla,Shimla,Rabi       ,Capsicum,Other
977,bundel,Himachal Pradesh,Shimla,Shimla,Kharif     ,Carrot,Carrot
978,bundhu,Himachal Pradesh,Shimla,Shimla,Rabi       ,Cauliflower,Other
979,bunti,Himachal Pradesh,Shimla,Shimla,Kharif     ,Colacasia,Colacasia
980,bunty,Himachal Pradesh,Shimla,Shimla,Kharif     ,Coriander(Leaves),Coriander
981,bupal,Himachal Pradesh,Shimla,Shimla,Rabi       ,Cucumbar(Kheera),Cucumbar
982,bushara,Himachal Pradesh,Shimla,Shimla,Kharif     ,French Beans (Frasbean),Other
983,bushra,Himachal Pradesh,Shimla,Shimla,Rabi       ,Ginger(Green),Green Ginger
984,busness,Himachal Pradesh,Shimla,Shimla,Kharif     ,Grapes,Annabesahai
985,busra,Himachal Pradesh,Shimla,Shimla,Rabi       ,Green Chilli,Green Chilly
986,captain,Himachal Pradesh,Shimla,Shimla,Kharif     ,Kinnow,Kinnow
987,chabi,Himachal Pradesh,Shimla,Shimla,Rabi       ,Lemon,Lemon
988,chahat,Himachal Pradesh,Shimla,Shimla,Kharif     ,Methi(Leaves),Methi
989,chain,Himachal Pradesh,Shimla,Shimla,Rabi       ,Mousambi(Sweet Lime),Mousambi
990,chajju,Himachal Pradesh,Shimla,Shimla,Kharif     ,Onion,1st Sort
991,chakra,Himachal Pradesh,Shimla,Shimla,Rabi       ,Orange,Darjeeling
992,chama,Himachal Pradesh,Shimla,Shimla,Kharif     ,Papaya,Other
993,chaman,Himachal Pradesh,Shimla,Shimla,Kharif     ,Peas Wet,Other
994,chamanlal,Himachal Pradesh,Shimla,Shimla,Kharif     ,Pomegranate,Other
995,chameli,Himachal Pradesh,Shimla,Shimla,Kharif     ,Potato,Other
996,champa,Himachal Pradesh,Shimla,Shimla,Kharif     ,Pumpkin,Other
997,chanab,Himachal Pradesh,Shimla,Shimla,Rabi       ,Raddish,Other
998,chanchal,Himachal Pradesh,Shimla,Shimla,Kharif     ,Spinach,Other
999,chanchl,Himachal Pradesh,Shimla,Shimla,Rabi       ,Tomato,Deshi
1000,chand,Himachal Pradesh,Shimla,Shimla and Kinnaur(Rampur),Kharif     ,Cabbage,Other
1001,chanda,Himachal Pradesh,Shimla,Shimla and Kinnaur(Rampur),Rabi       ,Cauliflower,Other
1002,chandabai,Himachal Pradesh,Shimla,Shimla and Kinnaur(Rampur),Kharif     ,Colacasia,Colacasia
1003,chandan,Himachal Pradesh,Shimla,Shimla and Kinnaur(Rampur),Kharif     ,Peas Wet,Other
1004,chandani,Himachal Pradesh,Sirmore,Nahan,Rabi       ,Apple,Other
1005,chandar,Himachal Pradesh,Sirmore,Nahan,Kharif     ,Banana,Other
1006,chanden,Himachal Pradesh,Sirmore,Nahan,Rabi       ,Bottle gourd,Bottle Gourd
1007,chander,Himachal Pradesh,Sirmore,Nahan,Kharif     ,Cabbage,Other
1008,chanderbal,Himachal Pradesh,Sirmore,Nahan,Rabi       ,Capsicum,Other
1009,chanderkala,Himachal Pradesh,Sirmore,Nahan,Kharif     ,Carrot,Other
1010,chanderkali,Himachal Pradesh,Sirmore,Nahan,Rabi       ,Cauliflower,Other
1011,chanderkanta,Himachal Pradesh,Sirmore,Nahan,Kharif     ,Grapes,Black
1012,chandermani,Himachal Pradesh,Sirmore,Nahan,Rabi       ,Green Chilli,Other
1013,chanderpal,Himachal Pradesh,Sirmore,Nahan,Kharif     ,Kinnow,Other
1014,chanderwati,Himachal Pradesh,Sirmore,Nahan,Rabi       ,Onion,Other
1015,chandesh,Himachal Pradesh,Sirmore,Nahan,Kharif     ,Pomegranate,Other
1016,chandeshwar,Himachal Pradesh,Sirmore,Nahan,Rabi       ,Tomato,Other
1017,chandi,Himachal Pradesh,Sirmore,Paonta Sahib,Kharif     ,Apple,Kasmir/Shimla - II
1018,chandini,Himachal Pradesh,Sirmore,Paonta Sahib,Kharif     ,Banana,Other
1019,chandki,Himachal Pradesh,Sirmore,Paonta Sahib,Rabi       ,Bottle gourd,Other
1020,chandkor,Himachal Pradesh,Sirmore,Paonta Sahib,Kharif     ,Cabbage,Other
1021,chandni,Himachal Pradesh,Sirmore,Paonta Sahib,Kharif     ,Carrot,Other
1022,chando,Himachal Pradesh,Sirmore,Paonta Sahib,Rabi       ,Cauliflower,Other
1023,chandpreet,Himachal Pradesh,Sirmore,Paonta Sahib,Kharif     ,Cucumbar(Kheera),Other
1024,chandra,Himachal Pradesh,Sirmore,Paonta Sahib,Rabi       ,Grapes,Other
1025,chandracala,Himachal Pradesh,Sirmore,Paonta Sahib,Kharif     ,Guava,Other
1026,chandrakala,Himachal Pradesh,Sirmore,Paonta Sahib,Rabi       ,Onion,Other
1027,chandrashekhar,Himachal Pradesh,Sirmore,Paonta Sahib,Kharif     ,Papaya,Other
1028,chandrawati,Himachal Pradesh,Sirmore,Paonta Sahib,Rabi       ,Peas Wet,Other
1029,chandreshwar,Himachal Pradesh,Sirmore,Paonta Sahib,Kharif     ,Potato,Other
1030,chandrika,Himachal Pradesh,Sirmore,Paonta Sahib,Kharif     ,Tomato,Other
1031,chandrram,Himachal Pradesh,Solan,Solan,Kharif     ,Apple,Apple
1032,chandru,Himachal Pradesh,Solan,Solan,Rabi       ,Banana,Other
1033,chandu,Himachal Pradesh,Solan,Solan,Kharif     ,Bhindi(Ladies Finger),Other
1034,chango,Himachal Pradesh,Solan,Solan,Rabi       ,Bitter gourd,Other
1035,channu,Himachal Pradesh,Solan,Solan,Kharif     ,Bottle gourd,Other
1036,chanpa,Himachal Pradesh,Solan,Solan,Rabi       ,Brinjal,Other
1037,chappla,Himachal Pradesh,Solan,Solan,Kharif     ,Cabbage,Other
1038,charan,Himachal Pradesh,Solan,Solan,Rabi       ,Capsicum,Capsicum
1039,charanjeet,Himachal Pradesh,Solan,Solan,Kharif     ,Carrot,Other
1040,charnjeet,Himachal Pradesh,Solan,Solan,Kharif     ,Cauliflower,Other
1041,charu,Himachal Pradesh,Solan,Solan,Rabi       ,Chikoos(Sapota),Other
1042,chatan,Himachal Pradesh,Solan,Solan,Kharif     ,Coriander(Leaves),Other
1043,chatar,Himachal Pradesh,Solan,Solan,Kharif     ,Cucumbar(Kheera),Other
1044,chaterpal,Himachal Pradesh,Solan,Solan,Kharif     ,French Beans (Frasbean),Other
1045,chatter,Himachal Pradesh,Solan,Solan,Kharif     ,Garlic,Other
1046,chaturbhuj,Himachal Pradesh,Solan,Solan,Kharif     ,Ginger(Green),Other
1047,chaya,Himachal Pradesh,Solan,Solan,Rabi       ,Green Chilli,Other
1048,cheddi,Himachal Pradesh,Solan,Solan,Kharif     ,Guava,Other
1049,cheete,Himachal Pradesh,Solan,Solan,Rabi       ,Kinnow,Other
1050,chela,Himachal Pradesh,Solan,Solan,Kharif     ,Lemon,Other
1051,chertamani,Himachal Pradesh,Solan,Solan,Rabi       ,Mashrooms,Other
1052,chet,Himachal Pradesh,Solan,Solan,Kharif     ,Mousambi(Sweet Lime),Other
1053,chetan,Himachal Pradesh,Solan,Solan,Kharif     ,Onion,Other
1054,chetana,Himachal Pradesh,Solan,Solan,Kharif     ,Orange,Other
1055,chetanram,Himachal Pradesh,Solan,Solan,Kharif     ,Papaya,Other
1056,chetanya,Himachal Pradesh,Solan,Solan,Kharif     ,Peas cod,Other
1057,chetna,Himachal Pradesh,Solan,Solan,Rabi       ,Pineapple,Other
1058,chetram,Himachal Pradesh,Solan,Solan,Kharif     ,Pomegranate,Other
1059,chettan,Himachal Pradesh,Solan,Solan,Kharif     ,Potato,Other
1060,chhabeel,Himachal Pradesh,Solan,Solan,Rabi       ,Pumpkin,Other
1061,chhabi,Himachal Pradesh,Solan,Solan,Kharif     ,Raddish,Other
1062,chhabil,Himachal Pradesh,Solan,Solan,Rabi       ,Spinach,Other
1063,chhagan,Himachal Pradesh,Solan,Solan,Kharif     ,Tomato,Other
1064,chhagana,Himachal Pradesh,Una,Santoshgarh,Rabi       ,Apple,Other
1065,chhamo,Himachal Pradesh,Una,Santoshgarh,Kharif     ,Cabbage,Cabbage
1066,chhano,Himachal Pradesh,Una,Santoshgarh,Rabi       ,Capsicum,Capsicum
1067,chhanoyar,Himachal Pradesh,Una,Santoshgarh,Kharif     ,Carrot,Other
1068,chhantu,Himachal Pradesh,Una,Santoshgarh,Rabi       ,Cauliflower,Cauliflower
1069,chhanya,Himachal Pradesh,Una,Santoshgarh,Kharif     ,Garlic,Other
1070,chhatar,Himachal Pradesh,Una,Santoshgarh,Rabi       ,Ginger(Green),Green Ginger
1071,chhaterwati,Himachal Pradesh,Una,Santoshgarh,Kharif     ,Grapes,Other
1072,chhavi,Himachal Pradesh,Una,Santoshgarh,Rabi       ,Green Chilli,Green Chilly
1073,chhaya,Himachal Pradesh,Una,Santoshgarh,Kharif     ,Onion,Onion
1074,chhedilal,Himachal Pradesh,Una,Santoshgarh,Rabi       ,Orange,Other
1075,chhidu,Himachal Pradesh,Una,Santoshgarh,Kharif     ,Papaya,Papaya
1076,chhinderpal,Himachal Pradesh,Una,Santoshgarh,Rabi       ,Peas Wet,Peas Wet
1077,chhitar,Himachal Pradesh,Una,Santoshgarh,Kharif     ,Potato,Other
1078,chhotelal,Himachal Pradesh,Una,Santoshgarh,Kharif     ,Raddish,Raddish
1079,chhoti,Himachal Pradesh,Una,Santoshgarh,Rabi       ,Spinach,Spinach
1080,chhotu,Himachal Pradesh,Una,Santoshgarh,Kharif     ,Tomato,Tomato
1081,chhotudevi,Himachal Pradesh,Una,Santoshgarh,Kharif     ,Turnip,Other
1082,chiddu,Himachal Pradesh,Una,Una,Rabi       ,Apple,Delicious
1083,chinki,Himachal Pradesh,Una,Una,Kharif     ,Banana,Medium
1084,chinku,Himachal Pradesh,Una,Una,Rabi       ,Bhindi(Ladies Finger),Bhindi
1085,chinta,Himachal Pradesh,Una,Una,Kharif     ,Bottle gourd,Bottle Gourd
1086,chintan,Himachal Pradesh,Una,Una,Rabi       ,Brinjal,Brinjal
1087,chintu,Himachal Pradesh,Una,Una,Kharif     ,Cabbage,Cabbage
1088,chinu,Himachal Pradesh,Una,Una,Rabi       ,Capsicum,Capsicum
1089,chirag,Himachal Pradesh,Una,Una,Kharif     ,Carrot,Other
1090,chiranjavi,Himachal Pradesh,Una,Una,Kharif     ,Cauliflower,Cauliflower
1091,chitprit,Himachal Pradesh,Una,Una,Rabi       ,Chikoos(Sapota),Other
1092,chitra,Himachal Pradesh,Una,Una,Kharif     ,Colacasia,Other
1093,chitrangan,Himachal Pradesh,Una,Una,Rabi       ,Coriander(Leaves),Coriander
1094,chitranjan,Himachal Pradesh,Una,Una,Kharif     ,Cucumbar(Kheera),Cucumbar
1095,chitro,Himachal Pradesh,Una,Una,Rabi       ,French Beans (Frasbean),Other
1096,chitu,Himachal Pradesh,Una,Una,Kharif     ,Garlic,Other
1097,chnada,Himachal Pradesh,Una,Una,Rabi       ,Ginger(Green),Green Ginger
1098,chnda,Himachal Pradesh,Una,Una,Kharif     ,Grapes,Black
1099,chndrakla,Himachal Pradesh,Una,Una,Rabi       ,Grapes,Green
1100,choga,Himachal Pradesh,Una,Una,Kharif     ,Green Chilli,Green Chilly
1101,chom,Himachal Pradesh,Una,Una,Rabi       ,Guava,Guava
1102,chootu,Himachal Pradesh,Una,Una,Kharif     ,Kinnow,Kinnow
1103,chorag,Himachal Pradesh,Una,Una,Rabi       ,Lemon,Other
1104,chosh,Himachal Pradesh,Una,Una,Kharif     ,Mousambi(Sweet Lime),Mousambi
1105,chotan,Himachal Pradesh,Una,Una,Kharif     ,Onion,Onion
1106,chote,Himachal Pradesh,Una,Una,Kharif     ,Orange,Nagpuri
1107,chotelal,Himachal Pradesh,Una,Una,Kharif     ,Papaya,Other
1108,choti,Himachal Pradesh,Una,Una,Rabi       ,Peas Wet,Peas Wet
1109,chotibai,Himachal Pradesh,Una,Una,Kharif     ,Pomegranate,Other
1110,chotti,Himachal Pradesh,Una,Una,Kharif     ,Potato,Potato
1111,chottu,Himachal Pradesh,Una,Una,Rabi       ,Pumpkin,Pumpkin
1112,chotu,Jammu and Kashmir,Udhampur,Udhampur,Kharif     ,Apple,Delicious
1113,chotum,Jammu and Kashmir,Udhampur,Udhampur,Kharif     ,Banana,Banana - Ripe
1114,choturam,Jammu and Kashmir,Udhampur,Udhampur,Kharif     ,Bhindi(Ladies Finger),Other
1115,chran,Jammu and Kashmir,Udhampur,Udhampur,Kharif     ,Bitter gourd,Bitter Gourd
1116,chtar,Jammu and Kashmir,Udhampur,Udhampur,Kharif     ,Bottle gourd,Other
1117,chtarpal,Jammu and Kashmir,Udhampur,Udhampur,Kharif     ,Brinjal,Other
1118,chumki,Jammu and Kashmir,Udhampur,Udhampur,Rabi       ,Cabbage,Other
1119,chunaram,Jammu and Kashmir,Udhampur,Udhampur,Kharif     ,Capsicum,Other
1120,chuni,Jammu and Kashmir,Udhampur,Udhampur,Rabi       ,Carrot,Other
1121,chunni,Jammu and Kashmir,Udhampur,Udhampur,Kharif     ,Cauliflower,Other
1122,chunnu,Jammu and Kashmir,Udhampur,Udhampur,Kharif     ,Cucumbar(Kheera),Other
1123,chura,Jammu and Kashmir,Udhampur,Udhampur,Kharif     ,Garlic,Other
1124,constable,Jammu and Kashmir,Udhampur,Udhampur,Kharif     ,Ginger(Green),Other
1125,cosmic,Jammu and Kashmir,Udhampur,Udhampur,Kharif     ,Green Chilli,Other
1126,daaud,Jammu and Kashmir,Udhampur,Udhampur,Kharif     ,Indian Beans (Seam),Other
1127,dabbu,Jammu and Kashmir,Udhampur,Udhampur,Kharif     ,Knool Khol,Other
1128,dabu,Jammu and Kashmir,Udhampur,Udhampur,Rabi       ,Lemon,Other
1129,dakch,Jammu and Kashmir,Udhampur,Udhampur,Kharif     ,Onion,Other
1130,daks,Jammu and Kashmir,Udhampur,Udhampur,Rabi       ,Papaya,Papaya
1131,daksh,Jammu and Kashmir,Udhampur,Udhampur,Kharif     ,Peas cod,Other
1132,dakshina,Jammu and Kashmir,Udhampur,Udhampur,Kharif     ,Pomegranate,Other
1133,dakshya,Jammu and Kashmir,Udhampur,Udhampur,Kharif     ,Potato,Other
1134,dal,Jammu and Kashmir,Udhampur,Udhampur,Kharif     ,Raddish,Other
1135,dalchand,Jammu and Kashmir,Udhampur,Udhampur,Kharif     ,Tomato,Other
1136,daler,Karnataka,Bangalore,Kanakapura,Kharif     ,Tomato,Hybrid
1137,dali,Karnataka,Bangalore,Ramanagara,Rabi       ,Beans,Beans (Whole)
1138,dalima,Karnataka,Bangalore,Ramanagara,Kharif     ,Beetroot,Beetroot
1139,dalip,Karnataka,Bangalore,Ramanagara,Rabi       ,Bhindi(Ladies Finger),Bhindi
1140,daljeet,Karnataka,Bangalore,Ramanagara,Kharif     ,Bitter gourd,Bitter Gourd
1141,daljit,Karnataka,Bangalore,Ramanagara,Rabi       ,Brinjal,Brinjal
1142,dalpat,Karnataka,Bangalore,Ramanagara,Kharif     ,Cabbage,Cabbage
1143,dama,Karnataka,Bangalore,Ramanagara,Kharif     ,Capsicum,Capsicum
1144,daman,Karnataka,Bangalore,Ramanagara,Kharif     ,Carrot,Carrot
1145,damanjeet,Karnataka,Bangalore,Ramanagara,Kharif     ,Cucumbar(Kheera),Cucumbar
1146,damini,Karnataka,Bangalore,Ramanagara,Rabi       ,Ginger(Green),Green Ginger
1147,damodar,Karnataka,Bangalore,Ramanagara,Kharif     ,Green Avare (W),Green Avare (W)
1148,dana,Karnataka,Bangalore,Ramanagara,Rabi       ,Green Chilli,Green Chilly
1149,daniel,Karnataka,Bangalore,Ramanagara,Kharif     ,Knool Khol,Knool Khol
1150,danish,Karnataka,Bangalore,Ramanagara,Rabi       ,Peas Wet,Peas Wet
1151,danista,Karnataka,Bangalore,Ramanagara,Kharif     ,Raddish,Raddish
1152,danveer,Karnataka,Bangalore,Ramanagara,Rabi       ,Ridgeguard(Tori),Ridgeguard(Tori)
1153,danwati,Karnataka,Bangalore,Ramanagara,Kharif     ,Seemebadnekai,Seemebadanekai
1154,dara,Karnataka,Bangalore,Ramanagara,Rabi       ,Snakeguard,Snakeguard
1155,darfasha,Karnataka,Bangalore,Ramanagara,Kharif     ,Tomato,Tomato
1156,dariya,Karnataka,Chikmagalur,Chikkamagalore,Kharif     ,Beans,Beans (Whole)
